timestamp,src_ip,dst_ip,protocol,length
2025-07-11 13:47:29.407868,142.251.42.68,192.168.1.101,TCP,54
2025-07-11 13:47:29.409870,192.168.1.101,74.125.130.84,UDP,75
2025-07-11 13:47:29.409870,142.251.42.68,192.168.1.101,TCP,1466
2025-07-11 13:47:29.410869,192.168.1.101,74.125.130.84,UDP,75
2025-07-11 13:47:29.411870,142.251.42.68,192.168.1.101,TCP,1466
2025-07-11 13:47:29.412869,192.168.1.101,74.125.130.84,UDP,75
2025-07-11 13:47:29.413870,142.251.42.68,192.168.1.101,TCP,1466
2025-07-11 13:47:29.414870,192.168.1.101,74.125.130.84,UDP,81
2025-07-11 13:47:29.414870,192.168.1.101,142.251.42.68,TCP,54
2025-07-11 13:47:29.416870,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.416870,142.251.42.68,192.168.1.101,TCP,1200
2025-07-11 13:47:29.418868,104.18.27.48,192.168.1.101,TCP,151
2025-07-11 13:47:29.418868,192.168.1.1,192.168.1.101,UDP,132
2025-07-11 13:47:29.419872,104.18.27.48,192.168.1.101,TCP,366
2025-07-11 13:47:29.421868,192.168.1.1,192.168.1.101,UDP,91

2025-07-11 13:47:29.422869,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.423871,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.424870,192.168.1.101,142.251.42.68,TCP,54
2025-07-11 13:47:29.425869,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.426902,192.168.1.101,142.251.42.68,TCP,128
2025-07-11 13:47:29.426902,192.168.1.101,142.251.43.3,UDP,1292
2025-07-11 13:47:29.427867,192.168.1.101,192.168.1.1,UDP,81
2025-07-11 13:47:29.427867,192.168.1.101,142.251.43.3,UDP,1292
2025-07-11 13:47:29.430391,192.168.1.101,66.22.94.43,TCP,908
2025-07-11 13:47:29.432392,192.168.1.101,142.251.42.68,UDP,78

2025-07-11 13:47:29.433390,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.434392,192.168.1.1,192.168.1.101,UDP,113
2025-07-11 13:47:29.435390,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.436389,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.438391,192.168.1.1,192.168.1.101,UDP,151
2025-07-11 13:47:29.438391,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.440388,66.22.94.43,192.168.1.101,TCP,980
2025-07-11 13:47:29.440388,64.233.170.108,192.168.1.101,TCP,224
2025-07-11 13:47:29.441387,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.441387,192.168.1.101,64.233.170.108,TCP,64
2025-07-11 13:47:29.442391,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.442391,192.168.1.101,104.18.27.48,TCP,66
2025-07-11 13:47:29.443392,66.22.94.43,192.168.1.101,TCP,54
2025-07-11 13:47:29.443392,104.18.27.48,192.168.1.101,TCP,66
2025-07-11 13:47:29.444392,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.445390,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.445390,192.168.1.101,66.22.94.43,TCP,919
2025-07-11 13:47:29.446390,142.251.42.68,192.168.1.101,TCP,54
2025-07-11 13:47:29.446390,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.447390,192.168.1.101,104.18.27.48,TCP,1773
2025-07-11 13:47:29.448392,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.449389,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.449389,74.125.130.84,192.168.1.101,UDP,68
2025-07-11 13:47:29.450391,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.452390,142.251.43.3,192.168.1.101,UDP,82
2025-07-11 13:47:29.452390,192.168.1.101,104.18.27.48,TCP,737
2025-07-11 13:47:29.453402,142.251.43.3,192.168.1.101,UDP,1292
2025-07-11 13:47:29.453402,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.455404,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.456403,104.18.27.48,192.168.1.101,TCP,387
2025-07-11 13:47:29.457403,142.251.43.3,192.168.1.101,UDP,1292
2025-07-11 13:47:29.458403,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.458403,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.459402,192.168.1.101,104.18.27.48,TCP,345
2025-07-11 13:47:29.460402,142.251.43.3,192.168.1.101,UDP,1292
2025-07-11 13:47:29.460402,192.168.1.101,104.18.27.48,TCP,118
2025-07-11 13:47:29.462400,142.251.43.3,192.168.1.101,UDP,1292
2025-07-11 13:47:29.463401,142.251.43.3,192.168.1.101,UDP,1267
2025-07-11 13:47:29.464402,104.18.27.48,192.168.1.101,TCP,54
2025-07-11 13:47:29.465401,192.168.1.101,142.251.43.3,UDP,1292
2025-07-11 13:47:29.465401,192.168.1.101,66.22.94.43,TCP,977
2025-07-11 13:47:29.466401,192.168.1.101,142.251.43.3,UDP,81
2025-07-11 13:47:29.467911,192.168.1.101,66.22.94.43,TCP,953
2025-07-11 13:47:29.467911,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.468924,192.168.1.101,66.22.94.43,TCP,1002
2025-07-11 13:47:29.468924,192.168.1.101,142.251.43.3,UDP,82
2025-07-11 13:47:29.470925,142.251.42.68,192.168.1.101,UDP,66
2025-07-11 13:47:29.470925,192.168.1.101,142.251.43.3,UDP,125
2025-07-11 13:47:29.471925,150.171.28.11,192.168.1.101,TCP,466
2025-07-11 13:47:29.471925,192.168.1.101,142.251.43.3,UDP,113
2025-07-11 13:47:29.472924,150.171.28.11,192.168.1.101,TCP,1494
2025-07-11 13:47:29.473925,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.474925,150.171.28.11,192.168.1.101,TCP,131
2025-07-11 13:47:29.474925,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.475924,192.168.1.101,150.171.28.11,TCP,54
2025-07-11 13:47:29.476929,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.476929,150.171.28.11,192.168.1.101,TCP,92
2025-07-11 13:47:29.478937,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.480922,192.168.1.101,104.18.27.48,TCP,646

2025-07-11 13:47:29.483449,192.168.1.101,104.18.27.48,TCP,696
2025-07-11 13:47:29.485450,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.485450,104.18.27.48,192.168.1.101,TCP,153
2025-07-11 13:47:29.486450,104.18.27.48,192.168.1.101,TCP,1494

2025-07-11 13:47:29.487451,104.18.27.48,192.168.1.101,TCP,656
2025-07-11 13:47:29.488452,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.489449,104.18.27.48,192.168.1.101,TCP,85
2025-07-11 13:47:29.489449,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.490447,104.18.27.48,192.168.1.101,TCP,175
2025-07-11 13:47:29.490447,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.491447,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.491447,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.492952,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.492952,142.251.43.3,192.168.1.101,UDP,987
2025-07-11 13:47:29.493964,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.495963,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.495963,192.168.1.101,142.251.43.3,UDP,73
2025-07-11 13:47:29.496966,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.496966,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.497965,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.498965,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.499963,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.499963,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.500964,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.500964,192.168.1.101,104.18.27.48,TCP,139
2025-07-11 13:47:29.501966,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.502966,192.168.1.101,104.18.27.48,TCP,140
2025-07-11 13:47:29.502966,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.503965,192.168.1.101,104.18.27.48,TCP,140
2025-07-11 13:47:29.504964,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.505965,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.506964,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.507964,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.507964,104.18.27.48,192.168.1.101,TCP,620
2025-07-11 13:47:29.508963,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.509963,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.510963,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.510963,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.511963,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.511963,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.513964,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.513964,104.18.27.48,192.168.1.101,TCP,1329
2025-07-11 13:47:29.514964,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.515964,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.516965,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.517964,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.517964,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.518964,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.519964,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.520965,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.520965,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.521966,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.521966,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.522966,192.168.1.101,104.18.27.48,TCP,54
2
2025-07-11 13:47:29.524966,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.524966,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.526965,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.526965,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.527966,104.18.27.48,192.168.1.101,TCP,54
2025-07-11 13:47:29.527966,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.528964,142.251.43.3,192.168.1.101,UDP,66
2025-07-11 13:47:29.529963,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.530964,192.168.1.101,142.251.43.3,UDP,73
2025-07-11 13:47:29.530964,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.531962,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.532963,104.18.27.48,192.168.1.101,TCP,620
2025-07-11 13:47:29.533966,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.533966,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.534966,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.535965,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.536965,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.536965,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.538965,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.539964,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.539964,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.540965,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.540965,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.542964,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.542964,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.543963,104.18.27.48,192.168.1.101,TCP,1160
2025-07-11 13:47:29.543963,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.544963,66.22.94.43,192.168.1.101,TCP,54
2025-07-11 13:47:29.545963,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.545963,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.545963,66.22.94.43,192.168.1.101,TCP,54
2025-07-11 13:47:29.546966,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.546966,64.233.170.108,192.168.1.101,TCP,54
2025-07-11 13:47:29.547963,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.548966,104.18.27.48,192.168.1.101,TCP,54
2025-07-11 13:47:29.549964,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.549964,192.168.1.101,104.18.27.48,TCP,232
2025-07-11 13:47:29.550964,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.551965,192.168.1.101,150.171.28.11,TCP,215
2025-07-11 13:47:29.552965,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.553978,192.168.1.101,150.171.28.11,TCP,3087
2025-07-11 13:47:29.553978,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.554977,192.168.1.101,142.250.70.42,UDP,71
2025-07-11 13:47:29.555974,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.556978,66.22.94.43,192.168.1.101,TCP,54
2025-07-11 13:47:29.556978,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.557978,150.171.28.11,192.168.1.101,TCP,54
2025-07-11 13:47:29.558979,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.559977,150.171.28.11,192.168.1.101,TCP,54
2025-07-11 13:47:29.560979,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.561977,150.171.28.11,192.168.1.101,TCP,54
2025-07-11 13:47:29.562976,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.562976,66.22.94.43,192.168.1.101,TCP,670
2025-07-11 13:47:29.563974,192.168.1.101,74.125.130.84,UDP,76
2025-07-11 13:47:29.564974,192.168.1.101,66.22.94.43,TCP,1007
2025-07-11 13:47:29.565975,66.22.94.43,192.168.1.101,TCP,54
2025-07-11 13:47:29.565975,192.168.1.101,104.18.27.48,TCP,525
2025-07-11 13:47:29.565975,104.18.27.48,192.168.1.101,TCP,169
2025-07-11 13:47:29.567975,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.567975,142.250.70.42,192.168.1.101,UDP,71
2025-07-11 13:47:29.569492,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.569492,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.570495,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.572495,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.574495,104.18.27.48,192.168.1.101,TCP,1087
2025-07-11 13:47:29.574495,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.575496,104.18.27.48,192.168.1.101,TCP,85
2025-07-11 13:47:29.575496,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.576497,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.577497,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.578494,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.578494,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.579496,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.580494,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.581496,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.581496,192.168.1.101,74.125.130.84,UDP,79
2025-07-11 13:47:29.582497,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.583497,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.584496,66.22.94.43,192.168.1.101,TCP,1434

2025-07-11 13:47:29.586497,104.18.27.48,192.168.1.101,TCP,54
2025-07-11 13:47:29.586497,192.168.1.101,74.125.130.84,UDP,74
2025-07-11 13:47:29.588498,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.588498,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.589496,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.589496,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.590497,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.591496,66.22.94.43,192.168.1.101,TCP,1320
2025-07-11 13:47:29.592496,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.592496,104.18.27.48,192.168.1.101,TCP,169
2025-07-11 13:47:29.593497,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.594493,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.595496,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.595496,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.596495,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.597497,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.598495,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.598495,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.599494,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.600495,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.601496,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.601496,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.602496,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.602496,104.18.27.48,192.168.1.101,TCP,1477
2025-07-11 13:47:29.603496,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.604493,104.18.27.48,192.168.1.101,TCP,85
2025-07-11 13:47:29.604493,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.605494,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.606493,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.607494,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.607494,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.608494,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.608494,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.609494,104.18.27.48,192.168.1.101,TCP,227
2025-07-11 13:47:29.610492,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.610492,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.611493,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.612495,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.613495,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.613495,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.614498,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.614498,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.615494,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.616494,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.616494,66.22.94.43,192.168.1.101,TCP,54
2025-07-11 13:47:29.617494,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.618495,192.168.1.101,64.233.170.108,TCP,54
2025-07-11 13:47:29.619500,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.620494,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.621492,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.622507,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.623493,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.623493,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.624495,104.18.27.48,192.168.1.101,TCP,819
2025-07-11 13:47:29.625494,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.625494,104.18.27.48,192.168.1.101,TCP,85
2025-07-11 13:47:29.626495,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.626495,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.627496,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.628494,192.168.1.101,104.18.27.48,TCP,140
2025-07-11 13:47:29.629496,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.630497,192.168.1.101,66.22.94.43,TCP,927
2025-07-11 13:47:29.631498,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.631498,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.632496,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.633494,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.634493,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.634493,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.636494,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.636494,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.638496,66.22.94.43,192.168.1.101,TCP,1434

2025-07-11 13:47:29.639494,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.639494,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.641495,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.643496,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.644496,192.168.1.101,104.18.27.48,TCP,140
2025-07-11 13:47:29.646496,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.646496,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.647495,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.648495,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.649493,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.649493,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.650493,66.22.94.43,192.168.1.101,TCP,915
2025-07-11 13:47:29.651493,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.652493,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.652493,74.125.130.84,192.168.1.101,UDP,1292
2025-07-11 13:47:29.653503,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.654502,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.655502,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.656503,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.656503,66.22.94.43,192.168.1.101,TCP,302
2025-07-11 13:47:29.657503,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.658504,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.659503,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.659503,192.168.1.101,66.22.94.43,TCP,897
2025-07-11 13:47:29.660504,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.661503,192.168.1.101,66.22.94.43,TCP,904
2025-07-11 13:47:29.662504,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.662504,192.168.1.101,66.22.94.43,TCP,906
2025-07-11 13:47:29.663504,104.18.27.48,192.168.1.101,TCP,620
2025-07-11 13:47:29.664505,66.22.94.43,192.168.1.101,TCP,1203
2025-07-11 13:47:29.665504,66.22.94.43,192.168.1.101,TCP,54
2025-07-11 13:47:29.665504,104.18.27.48,192.168.1.101,TCP,82
2025-07-11 13:47:29.666505,66.22.94.43,192.168.1.101,TCP,54
2025-07-11 13:47:29.666505,104.18.27.48,192.168.1.101,TCP,85
2025-07-11 13:47:29.668014,66.22.94.43,192.168.1.101,TCP,54
2025-07-11 13:47:29.668014,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.669026,104.18.27.48,192.168.1.101,TCP,222
2025-07-11 13:47:29.669026,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.671026,66.22.94.43,192.168.1.101,TCP,1434

2025-07-11 13:47:29.672028,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.673026,66.22.94.43,192.168.1.101,TCP,256
2025-07-11 13:47:29.674025,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.674025,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.675026,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.675026,192.168.1.101,66.22.94.43,TCP,894
2025-07-11 13:47:29.677027,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.677027,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.679029,66.22.94.43,192.168.1.101,TCP,1434

2025-07-11 13:47:29.680026,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.681024,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.682025,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.683027,66.22.94.43,192.168.1.101,TCP,361
2025-07-11 13:47:29.684026,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.686027,192.168.1.101,66.22.94.43,TCP,872
2025-07-11 13:47:29.687028,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.688029,64.233.170.108,192.168.1.101,TCP,84
2025-07-11 13:47:29.689028,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.690029,192.168.1.101,64.233.170.108,TCP,571
2025-07-11 13:47:29.690029,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.691028,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.692027,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.693025,66.22.94.43,192.168.1.101,TCP,1434
2025-07-11 13:47:29.693025,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.694026,66.22.94.43,192.168.1.101,TCP,1282
2025-07-11 13:47:29.695026,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.696029,192.168.1.101,66.22.94.43,TCP,54
2025-07-11 13:47:29.696029,104.18.27.48,192.168.1.101,TCP,620
2025-07-11 13:47:29.698028,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.699028,66.22.94.43,192.168.1.101,TCP,54
2025-07-11 13:47:29.699028,104.18.27.48,192.168.1.101,TCP,1494
2025-07-11 13:47:29.701028,104.18.27.48,192.168.1.101,TCP,159

2025-07-11 13:47:29.702027,192.168.1.101,104.18.27.48,TCP,54
2025-07-11 13:47:29.702027,104.18.27.48,192.168.1.101,TCP,170
2025-07-11 13:47:29.704030,104.18.27.48,192.168.1.101,TCP,85

